Trip_ID,Zone Start,Route,Zone End,Direction,Tag_off_hour,Tag_on_hour,Tag_on_minute,Tag_off_minute
14479,6.0,560,6.0,Outbound,14.0,11,12,11
14480,5.0,574,6.0,Inbound,16.0,12,8,8
14481,8.0,563,7.0,Outbound,8.0,20,11,2
14482,1.0,555,5.0,Outbound,13.0,8,4,7
14483,6.0,560,10.0,Outbound,17.0,14,12,4
14484,2.0,555,6.0,Outbound,17.0,14,2,5
14485,5.0,552,6.0,Inbound,7.0,7,10,11
14486,6.0,560,6.0,Inbound,11.0,8,1,3
14487,6.0,560,6.0,Inbound,8.0,11,11,4
14488,4.0,554,5.0,Inbound,7.0,7,6,6
14489,1.0,555,5.0,Outbound,8.0,21,11,2
14490,3.0,555,6.0,Outbound,18.0,15,11,3
14491,1.0,573,5.0,Outbound,18.0,12,3,8
14492,1.0,555,3.0,Outbound,7.0,6,3,6
14493,9.0,576,5.0,Outbound,22.0,18,3,12
14494,1.0,551,6.0,Inbound,22.0,7,8,2
14495,5.0,574,11.0,Outbound,15.0,12,6,5
14496,0.0,570,6.0,Inbound,16.0,12,8,9
14497,1.0,555,4.0,Outbound,19.0,15,4,6
14498,1.0,555,6.0,Outbound,13.0,10,3,9
14499,6.0,570,6.0,Outbound,23.0,20,6,2
14500,1.0,555,5.0,Inbound,6.0,6,7,8
14501,1.0,555,3.0,Inbound,11.0,1,6,7
14502,2.0,572,5.0,Outbound,11.0,7,1,5
14503,6.0,550,5.0,Inbound,10.0,6,5,9
14504,1.0,555,6.0,Inbound,7.0,7,7,11
14505,6.0,560,7.0,Outbound,9.0,6,2,2
14506,1.0,555,6.0,Inbound,12.0,9,3,8
14507,6.0,560,6.0,Outbound,16.0,13,2,5
14508,5.0,561,4.0,Outbound,18.0,15,1,4
14509,5.0,572,5.0,Inbound,22.0,19,5,5
14510,1.0,555,6.0,Outbound,16.0,13,4,10
14511,12.0,576,5.0,Inbound,12.0,22,8,6
14512,5.0,573,4.0,Inbound,10.0,7,5,4
14513,8.0,578,5.0,Outbound,15.0,12,4,6
14514,6.0,574,6.0,Outbound,12.0,8,3,10
14515,2.0,555,5.0,Outbound,14.0,11,3,5
14516,5.0,554,5.0,Outbound,19.0,16,4,2
14517,1.0,562,16.0,Outbound,16.0,13,10,3
14518,1.0,552,6.0,Inbound,18.0,15,3,8
14519,6.0,550,6.0,Outbound,12.0,9,9,8
14520,6.0,581,6.0,Inbound,8.0,12,3,8
14521,1.0,573,3.0,Outbound,17.0,14,2,2
14522,5.0,571,6.0,Outbound,18.0,15,10,11
14523,2.0,555,14.0,Outbound,20.0,17,1,2
14524,7.0,577,7.0,Outbound,17.0,13,6,12
14525,1.0,570,6.0,Inbound,15.0,11,12,6
14526,1.0,577,5.0,Inbound,21.0,8,11,1
14527,1.0,573,5.0,Outbound,17.0,14,10,5
14528,1.0,576,3.0,Inbound,5.0,14,10,11
14529,4.0,554,5.0,Inbound,11.0,8,11,10
14530,5.0,553,5.0,Inbound,8.0,15,5,6
14531,1.0,555,5.0,Outbound,13.0,16,6,10
14532,6.0,550,6.0,Inbound,12.0,9,6,8
14533,6.0,577,5.0,Inbound,8.0,0,3,12
14534,8.0,581,6.0,Inbound,8.0,13,8,4
14535,1.0,561,2.0,Outbound,18.0,15,5,1
14536,5.0,575,5.0,Inbound,14.0,11,12,5
14537,1.0,561,5.0,Outbound,17.0,13,3,7
14538,4.0,578,14.0,Outbound,15.0,12,11,1
14539,6.0,550,6.0,Outbound,8.0,13,3,1
14540,6.0,550,6.0,Inbound,14.0,11,12,10
14541,1.0,555,4.0,Inbound,15.0,11,5,7
14542,2.0,555,1.0,Inbound,17.0,11,7,9
14543,1.0,579,5.0,Outbound,18.0,15,4,7
14544,5.0,572,6.0,Outbound,10.0,7,10,11
14545,5.0,572,5.0,Inbound,21.0,17,10,5
14546,12.0,578,5.0,Inbound,15.0,11,11,10
14547,5.0,553,6.0,Outbound,9.0,6,1,7
14548,2.0,555,6.0,Outbound,16.0,13,1,2
14549,0.0,558,6.0,Outbound,21.0,18,7,7
14550,8.0,567,13.0,Inbound,16.0,13,12,9
14551,1.0,555,3.0,Inbound,16.0,13,10,11
14552,2.0,555,3.0,Outbound,15.0,12,12,1
14553,7.0,581,6.0,Outbound,17.0,14,10,11
14554,6.0,560,6.0,Inbound,13.0,10,2,6
14555,3.0,554,5.0,Outbound,12.0,9,5,4
14556,5.0,550,6.0,Outbound,18.0,15,12,12
14557,1.0,566,6.0,Inbound,7.0,7,4,9
14558,1.0,571,6.0,Inbound,8.0,5,7,12
14559,1.0,555,6.0,Inbound,10.0,6,7,11
14560,4.0,555,3.0,Outbound,8.0,19,9,12
14561,4.0,550,18.0,Inbound,14.0,10,7,11
14562,1.0,579,5.0,Outbound,18.0,15,10,3
14563,7.0,562,8.0,Inbound,15.0,12,9,10
14564,1.0,555,4.0,Inbound,15.0,12,3,4
14565,3.0,555,5.0,Outbound,16.0,13,10,9
14566,12.0,556,1.0,Inbound,5.0,22,1,4
14567,1.0,555,6.0,Inbound,7.0,6,11,5
14568,1.0,579,5.0,Inbound,7.0,7,7,10
14569,1.0,555,7.0,Inbound,13.0,8,4,8
14570,2.0,576,3.0,Outbound,13.0,10,8,9
14571,7.0,563,7.0,Inbound,7.0,7,8,10
14572,1.0,554,5.0,Outbound,17.0,1,7,11
14573,2.0,555,2.0,Inbound,6.0,6,8,4
14574,1.0,575,5.0,Inbound,8.0,7,6,9
14575,5.0,552,5.0,Inbound,16.0,13,5,9
14576,4.0,566,6.0,Outbound,17.0,13,11,12
14577,1.0,555,6.0,Outbound,16.0,13,12,4
14578,2.0,555,6.0,Inbound,8.0,5,5,6
14579,1.0,555,5.0,Outbound,13.0,10,9,12
14580,3.0,571,6.0,Outbound,17.0,14,3,3
14581,1.0,555,6.0,Inbound,10.0,6,1,12
14582,6.0,572,12.0,Outbound,11.0,8,3,4
14583,2.0,551,6.0,Inbound,8.0,8,5,8
14584,3.0,555,7.0,Inbound,17.0,14,2,5
14585,5.0,552,5.0,Inbound,15.0,12,3,6
14586,2.0,579,5.0,Outbound,18.0,15,4,5
14587,4.0,555,5.0,Inbound,18.0,15,2,2
14588,4.0,566,6.0,Inbound,8.0,6,11,12
14589,2.0,555,3.0,Outbound,19.0,15,1,2
14590,4.0,573,5.0,Inbound,7.0,7,9,10
14591,1.0,555,6.0,Outbound,13.0,10,3,9
14592,6.0,562,7.0,Outbound,13.0,10,1,5
14593,1.0,555,5.0,Inbound,8.0,8,3,6
14594,1.0,555,5.0,Outbound,15.0,12,3,6
14595,1.0,577,5.0,Outbound,15.0,12,8,11
14596,4.0,554,5.0,Inbound,11.0,7,6,11
14597,2.0,555,6.0,Inbound,20.0,9,4,6
14598,2.0,555,3.0,Inbound,13.0,10,3,3
14599,3.0,554,4.0,Inbound,9.0,6,5,4
14600,4.0,576,4.0,Inbound,17.0,13,10,11
14601,1.0,575,5.0,Inbound,7.0,7,8,12
14602,5.0,550,6.0,Inbound,18.0,15,3,3
14603,1.0,577,2.0,Outbound,16.0,6,3,3
14604,1.0,555,3.0,Inbound,7.0,7,6,9
14605,5.0,572,6.0,Outbound,16.0,13,11,12
14606,6.0,560,6.0,Inbound,8.0,18,8,4
14607,6.0,560,6.0,Outbound,12.0,9,3,2
14608,5.0,572,5.0,Inbound,11.0,8,5,10
14609,6.0,550,6.0,Inbound,14.0,11,9,5
14610,5.0,572,5.0,Outbound,17.0,14,10,4
14611,3.0,555,1.0,Outbound,14.0,11,3,8
14612,2.0,551,1.0,Outbound,23.0,20,12,6
14613,1.0,571,18.0,Outbound,17.0,14,4,8
14614,1.0,569,6.0,Inbound,14.0,10,3,10
14615,5.0,572,5.0,Inbound,10.0,6,8,3
14616,1.0,555,6.0,Outbound,15.0,11,12,4
14617,5.0,572,5.0,Inbound,11.0,8,11,3
14618,5.0,553,7.0,Inbound,7.0,6,12,1
14619,2.0,576,5.0,Outbound,20.0,17,1,4
14620,3.0,576,5.0,Inbound,14.0,11,2,1
14621,1.0,573,4.0,Inbound,16.0,13,3,5
14622,3.0,563,7.0,Outbound,17.0,14,11,3
14623,2.0,555,3.0,Inbound,13.0,10,3,3
14624,6.0,574,6.0,Inbound,14.0,11,5,11
14625,2.0,570,6.0,Inbound,10.0,7,11,12
14626,6.0,560,6.0,Outbound,16.0,12,8,9
14627,0.0,550,6.0,Outbound,13.0,11,3,5
14628,5.0,576,5.0,Outbound,18.0,19,12,6
14629,6.0,560,6.0,Outbound,6.0,6,8,8
14630,4.0,578,5.0,Inbound,8.0,18,7,9
14631,1.0,566,6.0,Outbound,16.0,13,10,1
14632,1.0,555,3.0,Inbound,7.0,7,8,9
14633,1.0,555,5.0,Inbound,15.0,8,4,7
14634,1.0,555,6.0,Inbound,12.0,9,6,9
14635,4.0,555,5.0,Inbound,13.0,10,3,4
14636,1.0,555,6.0,Inbound,6.0,6,1,12
14637,0.0,581,5.0,Outbound,16.0,13,6,5
14638,1.0,575,6.0,Inbound,6.0,5,12,5
14639,1.0,554,5.0,Outbound,18.0,15,7,12
14640,1.0,575,6.0,Inbound,8.0,7,9,4
14641,6.0,562,6.0,Inbound,10.0,7,7,9
14642,6.0,550,6.0,Inbound,15.0,11,3,10
14643,5.0,550,6.0,Inbound,13.0,10,7,8
14644,4.0,550,6.0,Outbound,17.0,13,4,5
14645,1.0,566,7.0,Inbound,8.0,23,12,10
14646,1.0,569,6.0,Outbound,15.0,12,11,5
14647,7.0,553,5.0,Outbound,11.0,8,3,7
14648,1.0,552,5.0,Outbound,14.0,11,11,1
14649,3.0,554,5.0,Outbound,17.0,23,12,11
14650,5.0,554,5.0,Inbound,8.0,15,5,6
14651,2.0,569,5.0,Inbound,9.0,6,2,4
14652,2.0,555,5.0,Outbound,18.0,15,6,8
14653,1.0,554,5.0,Outbound,17.0,14,12,4
14654,5.0,553,5.0,Inbound,10.0,6,8,5
14655,1.0,555,6.0,Outbound,7.0,7,2,8
14656,1.0,555,6.0,Inbound,8.0,13,6,10
14657,3.0,555,6.0,Outbound,8.0,23,6,8
14658,1.0,555,3.0,Outbound,19.0,16,5,6
14659,1.0,550,6.0,Outbound,15.0,12,9,3
14660,3.0,567,9.0,Outbound,17.0,14,2,4
14661,1.0,569,6.0,Outbound,16.0,13,6,7
14662,4.0,581,5.0,Outbound,23.0,0,3,3
14663,6.0,562,7.0,Outbound,13.0,10,1,2
14664,4.0,555,3.0,Inbound,17.0,13,4,5
14665,6.0,560,6.0,Inbound,9.0,6,2,1
14666,4.0,554,4.0,Inbound,7.0,7,1,4
14667,6.0,560,6.0,Inbound,13.0,10,9,6
14668,2.0,561,5.0,Inbound,7.0,6,9,11
14669,9.0,567,6.0,Inbound,21.0,18,6,11
14670,6.0,550,6.0,Inbound,14.0,18,3,10
14671,1.0,555,7.0,Inbound,7.0,7,4,9
14672,1.0,551,2.0,Outbound,17.0,14,8,7
14673,9.0,562,6.0,Outbound,14.0,11,2,9
14674,6.0,550,5.0,Outbound,15.0,12,2,9
14675,1.0,555,5.0,Inbound,7.0,7,3,6
14676,1.0,555,6.0,Inbound,13.0,10,3,8
14677,7.0,563,8.0,Inbound,0.0,11,10,11
14678,3.0,558,6.0,Outbound,22.0,18,9,12
14679,4.0,571,9.0,Inbound,8.0,19,4,5
14680,5.0,550,6.0,Inbound,10.0,7,4,5
14681,6.0,552,6.0,Inbound,16.0,11,8,3
14682,8.0,567,8.0,Inbound,12.0,9,10,4
14683,2.0,575,5.0,Inbound,5.0,6,9,11
14684,8.0,563,7.0,Inbound,8.0,18,1,9
14685,2.0,555,6.0,Outbound,15.0,12,10,12
14686,6.0,563,7.0,Outbound,9.0,6,3,6
14687,1.0,555,6.0,Inbound,19.0,15,10,4
14688,3.0,555,1.0,Outbound,15.0,12,9,1
14689,6.0,573,2.0,Outbound,16.0,12,11,12
14690,1.0,555,5.0,Outbound,15.0,12,2,7
14691,9.0,555,6.0,Inbound,12.0,8,12,9
14692,6.0,550,6.0,Outbound,8.0,23,4,1
14693,5.0,569,2.0,Outbound,17.0,14,11,8
14694,4.0,569,2.0,Inbound,8.0,20,4,5
14695,6.0,550,6.0,Outbound,9.0,20,4,10
14696,1.0,569,16.0,Inbound,6.0,7,1,7
14697,4.0,555,5.0,Outbound,12.0,9,10,10
14698,1.0,566,6.0,Outbound,17.0,14,10,3
14699,8.0,567,9.0,Inbound,13.0,10,4,5
14700,4.0,573,3.0,Outbound,17.0,13,12,8
14701,6.0,550,6.0,Inbound,13.0,10,3,7
14702,1.0,577,5.0,Outbound,17.0,13,10,1
14703,6.0,550,6.0,Outbound,15.0,11,1,5
14704,2.0,555,3.0,Inbound,15.0,11,11,11
14705,1.0,566,2.0,Inbound,8.0,5,1,2
14706,8.0,567,9.0,Outbound,12.0,9,10,10
14707,5.0,574,6.0,Outbound,16.0,13,10,12
14708,6.0,560,6.0,Inbound,15.0,11,11,7
14709,5.0,572,11.0,Inbound,16.0,13,10,3
14710,5.0,552,6.0,Inbound,17.0,14,7,7
14711,4.0,555,6.0,Inbound,8.0,6,12,4
14712,1.0,581,8.0,Outbound,16.0,13,7,3
14713,6.0,556,6.0,Outbound,7.0,7,8,4
14714,1.0,555,6.0,Outbound,10.0,6,1,10
14715,1.0,569,6.0,Outbound,16.0,13,2,7
14716,4.0,566,10.0,Outbound,17.0,14,9,1
14717,6.0,565,3.0,Outbound,12.0,9,8,11
14718,5.0,572,5.0,Inbound,12.0,9,10,9
14719,2.0,555,6.0,Outbound,16.0,13,3,7
14720,6.0,560,6.0,Outbound,17.0,14,12,4
14721,12.0,558,8.0,Outbound,9.0,5,8,6
14722,1.0,555,3.0,Inbound,6.0,6,4,4
14723,2.0,569,6.0,Outbound,18.0,14,9,12
14724,1.0,555,5.0,Outbound,20.0,17,9,12
14725,2.0,555,5.0,Outbound,16.0,6,9,11
14726,2.0,555,1.0,Inbound,8.0,10,11,4
14727,1.0,555,3.0,Outbound,8.0,23,1,6
14728,12.0,565,8.0,Outbound,7.0,7,4,2
14729,1.0,577,4.0,Inbound,7.0,7,6,8
14730,1.0,575,6.0,Inbound,8.0,11,9,3
14731,1.0,555,6.0,Outbound,14.0,11,3,8
14732,5.0,572,5.0,Inbound,11.0,8,1,2
14733,1.0,550,5.0,Inbound,11.0,8,11,2
14734,6.0,577,5.0,Outbound,17.0,14,6,6
14735,5.0,552,6.0,Outbound,8.0,21,1,6
14736,5.0,550,5.0,Inbound,8.0,5,4,1
14737,2.0,555,5.0,Outbound,7.0,6,9,9
14738,5.0,552,5.0,Outbound,8.0,12,1,2
14739,4.0,560,6.0,Outbound,16.0,13,5,8
14740,0.0,565,2.0,Inbound,15.0,11,5,12
14741,1.0,573,5.0,Outbound,17.0,5,9,12
14742,1.0,573,5.0,Outbound,17.0,20,2,1
14743,1.0,555,3.0,Inbound,13.0,10,3,5
14744,1.0,579,4.0,Outbound,18.0,15,8,10
14745,1.0,555,6.0,Outbound,9.0,5,8,9
14746,6.0,562,6.0,Outbound,18.0,15,11,10
14747,3.0,569,6.0,Outbound,17.0,14,5,6
14748,1.0,550,6.0,Inbound,15.0,11,10,10
14749,6.0,550,6.0,Outbound,12.0,9,1,3
14750,3.0,555,5.0,Outbound,16.0,13,11,10
14751,3.0,569,4.0,Inbound,8.0,23,1,1
14752,6.0,560,6.0,Inbound,17.0,13,8,12
14753,1.0,555,4.0,Inbound,17.0,14,2,6
14754,2.0,555,2.0,Outbound,12.0,9,5,3
14755,5.0,550,6.0,Outbound,8.0,18,10,12
14756,1.0,555,6.0,Outbound,15.0,12,3,9
14757,1.0,560,6.0,Outbound,16.0,12,1,11
14758,1.0,566,4.0,Outbound,17.0,13,1,6
14759,4.0,555,6.0,Outbound,15.0,12,6,8
14760,4.0,554,5.0,Inbound,8.0,19,7,9
14761,5.0,552,6.0,Outbound,15.0,5,3,3
14762,1.0,555,5.0,Inbound,14.0,11,3,6
14763,1.0,573,5.0,Inbound,17.0,13,4,6
14764,1.0,555,3.0,Inbound,16.0,13,4,4
14765,1.0,566,6.0,Inbound,7.0,7,6,12
14766,6.0,563,7.0,Inbound,11.0,8,12,12
14767,5.0,555,4.0,Outbound,16.0,13,3,5
14768,3.0,563,7.0,Inbound,11.0,8,6,9
14769,12.0,577,5.0,Outbound,18.0,14,9,6
14770,6.0,550,6.0,Outbound,15.0,12,2,9
14771,1.0,552,6.0,Inbound,10.0,7,6,10
14772,2.0,562,7.0,Outbound,11.0,7,2,10
14773,2.0,573,6.0,Inbound,7.0,6,10,12
14774,1.0,560,6.0,Outbound,10.0,7,7,12
14775,2.0,575,6.0,Inbound,7.0,7,8,1
14776,6.0,560,17.0,Inbound,9.0,7,3,5
14777,5.0,552,5.0,Outbound,11.0,8,11,3
14778,2.0,551,4.0,Inbound,8.0,8,2,1
14779,2.0,555,2.0,Inbound,7.0,6,6,12
14780,1.0,555,4.0,Inbound,9.0,6,12,2
14781,4.0,566,7.0,Inbound,8.0,6,11,3
14782,3.0,555,5.0,Inbound,21.0,18,4,9
14783,6.0,560,6.0,Outbound,18.0,15,7,5
14784,4.0,575,5.0,Inbound,7.0,6,11,10
14785,1.0,581,6.0,Inbound,12.0,9,6,11
14786,5.0,574,15.0,Inbound,17.0,13,8,5
14787,0.0,579,5.0,Inbound,8.0,15,9,6
14788,5.0,554,5.0,Inbound,9.0,13,10,5
14789,1.0,566,6.0,Outbound,17.0,13,4,10
14790,5.0,550,6.0,Outbound,12.0,8,6,8
14791,1.0,555,4.0,Inbound,17.0,14,2,4
14792,5.0,574,11.0,Inbound,7.0,7,5,5
14793,1.0,566,6.0,Outbound,18.0,14,10,10
14794,1.0,575,5.0,Outbound,17.0,14,3,5
14795,5.0,554,5.0,Inbound,7.0,6,12,8
14796,1.0,555,4.0,Outbound,11.0,8,3,4
14797,1.0,555,5.0,Inbound,12.0,8,3,4
14798,1.0,573,5.0,Outbound,17.0,14,10,12
14799,2.0,572,5.0,Outbound,14.0,9,11,12
14800,4.0,555,3.0,Outbound,16.0,12,8,8
14801,6.0,550,6.0,Outbound,8.0,17,2,12
14802,6.0,560,6.0,Inbound,12.0,9,1,2
14803,1.0,550,16.0,Outbound,10.0,7,5,9
14804,3.0,555,4.0,Outbound,21.0,18,10,10
14805,2.0,555,4.0,Inbound,17.0,14,2,1
14806,4.0,555,3.0,Outbound,14.0,11,3,7
14807,5.0,574,6.0,Outbound,8.0,5,3,3
14808,1.0,573,5.0,Outbound,18.0,14,11,3
14809,5.0,550,6.0,Outbound,17.0,14,6,6
14810,5.0,552,6.0,Outbound,11.0,7,1,9
14811,1.0,555,6.0,Outbound,20.0,17,8,1
14812,1.0,579,5.0,Inbound,7.0,7,2,5
14813,5.0,572,6.0,Outbound,15.0,12,6,5
14814,6.0,566,6.0,Inbound,7.0,7,2,9
14815,1.0,577,4.0,Inbound,17.0,13,5,7
14816,4.0,554,5.0,Inbound,7.0,7,1,4
14817,1.0,555,6.0,Inbound,9.0,6,11,12
14818,1.0,579,2.0,Outbound,17.0,14,7,6
14819,3.0,555,4.0,Inbound,10.0,7,6,6
14820,1.0,569,6.0,Outbound,17.0,14,7,1
14821,2.0,555,6.0,Outbound,21.0,18,11,1
14822,1.0,573,5.0,Outbound,18.0,15,10,12
14823,2.0,555,4.0,Inbound,8.0,22,11,11
14824,7.0,563,7.0,Inbound,10.0,7,2,7
14825,1.0,555,3.0,Outbound,10.0,7,6,7
14826,1.0,566,8.0,Outbound,17.0,14,7,6
14827,2.0,555,5.0,Outbound,12.0,9,9,11
14828,1.0,561,5.0,Outbound,18.0,15,1,4
14829,4.0,578,5.0,Outbound,8.0,21,7,8
14830,7.0,550,6.0,Outbound,18.0,15,2,6
14831,1.0,561,4.0,Inbound,7.0,7,7,8
14832,1.0,562,6.0,Outbound,20.0,16,6,10
14833,1.0,555,6.0,Outbound,13.0,10,3,7
14834,4.0,550,6.0,Inbound,10.0,6,3,4
14835,1.0,555,3.0,Outbound,9.0,5,8,9
14836,1.0,579,17.0,Inbound,7.0,7,1,1
14837,6.0,560,6.0,Outbound,16.0,13,9,8
14838,1.0,555,4.0,Inbound,16.0,13,9,10
14839,1.0,555,5.0,Inbound,10.0,6,6,7
14840,5.0,572,5.0,Inbound,17.0,13,7,2
14841,6.0,560,6.0,Inbound,15.0,11,3,6
14842,1.0,551,6.0,Inbound,6.0,6,5,10
14843,5.0,554,5.0,Inbound,10.0,7,2,10
14844,3.0,574,8.0,Outbound,15.0,12,5,2
14845,1.0,569,6.0,Inbound,6.0,6,6,1
14846,1.0,561,2.0,Outbound,18.0,14,7,8
14847,5.0,560,10.0,Inbound,22.0,5,10,3
14848,3.0,579,5.0,Inbound,7.0,7,2,1
14849,0.0,574,4.0,Outbound,16.0,13,12,6
14850,5.0,569,6.0,Inbound,15.0,12,11,2
14851,1.0,555,5.0,Outbound,14.0,11,3,6
14852,1.0,575,2.0,Outbound,6.0,6,6,6
14853,4.0,553,6.0,Outbound,7.0,7,9,10
14854,1.0,571,6.0,Outbound,20.0,16,12,4
14855,6.0,560,6.0,Outbound,17.0,13,5,6
14856,4.0,554,3.0,Inbound,7.0,7,7,1
14857,3.0,555,6.0,Inbound,15.0,12,5,6
14858,1.0,555,6.0,Inbound,13.0,10,3,4
14859,1.0,551,6.0,Inbound,6.0,16,5,10
14860,5.0,553,6.0,Inbound,15.0,17,7,8
14861,3.0,555,5.0,Outbound,18.0,8,7,7
14862,2.0,553,6.0,Outbound,18.0,14,12,3
14863,1.0,551,5.0,Inbound,7.0,7,1,10
14864,1.0,562,6.0,Outbound,10.0,7,8,1
14865,1.0,566,6.0,Outbound,17.0,14,7,12
14866,2.0,572,6.0,Outbound,10.0,7,4,8
14867,6.0,560,6.0,Inbound,19.0,16,1,7
14868,2.0,550,5.0,Outbound,16.0,13,4,6
14869,6.0,560,6.0,Inbound,17.0,14,12,3
14870,1.0,551,5.0,Inbound,6.0,5,12,3
14871,0.0,573,4.0,Outbound,16.0,12,6,4
14872,5.0,555,5.0,Outbound,15.0,11,5,7
14873,6.0,560,6.0,Inbound,14.0,10,12,5
14874,1.0,575,2.0,Outbound,17.0,14,8,8
14875,2.0,555,6.0,Outbound,15.0,11,12,5
14876,2.0,555,6.0,Outbound,7.0,6,9,12
14877,5.0,573,5.0,Inbound,7.0,7,5,11
14878,1.0,555,5.0,Outbound,8.0,5,3,6
14879,9.0,551,6.0,Outbound,18.0,15,12,9
14880,1.0,576,5.0,Outbound,9.0,6,7,12
14881,2.0,579,5.0,Inbound,7.0,6,11,5
14882,2.0,555,5.0,Outbound,16.0,13,10,9
14883,7.0,563,8.0,Outbound,19.0,15,6,7
14884,2.0,555,5.0,Outbound,17.0,14,7,8
14885,1.0,566,6.0,Outbound,17.0,14,8,3
14886,3.0,555,6.0,Outbound,14.0,11,3,5
14887,3.0,555,5.0,Outbound,14.0,11,11,10
14888,5.0,552,6.0,Outbound,11.0,8,11,11
14889,2.0,569,6.0,Outbound,17.0,14,8,9
14890,1.0,555,3.0,Inbound,6.0,6,9,10
14891,0.0,555,3.0,Outbound,9.0,5,8,1
14892,7.0,570,2.0,Outbound,18.0,14,7,4
14893,1.0,581,6.0,Outbound,16.0,13,6,11
14894,6.0,560,6.0,Outbound,7.0,7,3,11
14895,0.0,561,5.0,Inbound,1.0,1,5,9
14896,6.0,560,6.0,Inbound,19.0,16,10,12
14897,4.0,573,5.0,Outbound,17.0,23,6,6
14898,5.0,565,8.0,Outbound,17.0,5,4,4
14899,3.0,555,3.0,Outbound,11.0,8,3,1
14900,6.0,560,6.0,Outbound,6.0,10,12,2
14901,8.0,567,8.0,Inbound,17.0,13,12,10
14902,2.0,555,5.0,Outbound,16.0,13,1,5
14903,1.0,555,5.0,Inbound,13.0,10,3,5
14904,2.0,555,5.0,Inbound,9.0,17,6,7
14905,1.0,569,6.0,Outbound,16.0,13,12,6
14906,4.0,554,5.0,Inbound,8.0,6,12,11
14907,3.0,561,6.0,Outbound,18.0,15,3,5
14908,1.0,555,6.0,Outbound,7.0,6,12,4
14909,1.0,555,6.0,Outbound,12.0,9,1,9
14910,4.0,570,7.0,Outbound,17.0,13,7,10
14911,3.0,578,10.0,Inbound,16.0,13,11,1
14912,7.0,578,4.0,Inbound,13.0,10,4,8
14913,5.0,574,6.0,Inbound,23.0,19,9,9
14914,1.0,573,6.0,Inbound,14.0,11,5,12
14915,1.0,555,1.0,Inbound,15.0,12,2,4
14916,1.0,555,1.0,Inbound,13.0,10,3,5
14917,4.0,554,5.0,Inbound,18.0,15,12,5
14918,5.0,573,5.0,Inbound,7.0,6,10,8
14919,3.0,555,3.0,Outbound,16.0,12,10,3
14920,6.0,560,6.0,Inbound,16.0,10,10,2
14921,4.0,560,18.0,Outbound,22.0,6,5,11
14922,6.0,560,6.0,Inbound,15.0,12,5,5
14923,2.0,550,6.0,Inbound,16.0,12,4,7
14924,1.0,569,6.0,Outbound,23.0,20,9,4
14925,6.0,560,6.0,Inbound,8.0,19,11,10
14926,5.0,552,4.0,Inbound,8.0,9,6,3
14927,1.0,581,5.0,Outbound,16.0,13,5,8
14928,6.0,562,7.0,Inbound,12.0,22,5,6
14929,3.0,572,10.0,Outbound,14.0,10,11,12
14930,1.0,555,6.0,Outbound,10.0,6,10,3
14931,1.0,571,6.0,Inbound,8.0,5,7,12
14932,1.0,573,13.0,Inbound,7.0,6,12,2
14933,2.0,566,8.0,Inbound,7.0,7,4,12
14934,7.0,556,2.0,Inbound,20.0,17,2,4
14935,1.0,555,6.0,Inbound,15.0,12,11,12
14936,5.0,573,6.0,Outbound,8.0,10,3,7
14937,8.0,567,8.0,Inbound,16.0,13,5,5
14938,1.0,571,7.0,Outbound,6.0,5,7,4
14939,2.0,555,5.0,Inbound,9.0,6,8,10
14940,4.0,554,5.0,Inbound,13.0,10,11,1
14941,6.0,571,6.0,Outbound,17.0,14,9,11
14942,4.0,560,6.0,Inbound,15.0,11,7,11
14943,6.0,560,6.0,Outbound,13.0,9,2,2
14944,1.0,555,6.0,Outbound,18.0,14,6,12
14945,1.0,555,3.0,Inbound,12.0,9,3,3
14946,4.0,555,3.0,Inbound,7.0,7,5,2
14947,1.0,555,6.0,Inbound,18.0,14,2,9
14948,1.0,579,15.0,Outbound,17.0,13,12,8
14949,1.0,555,6.0,Inbound,11.0,10,9,4
14950,5.0,574,6.0,Outbound,15.0,11,4,4
14951,2.0,555,4.0,Outbound,9.0,6,9,10
14952,5.0,552,5.0,Outbound,16.0,13,6,1
14953,4.0,555,6.0,Inbound,7.0,7,5,8
14954,1.0,552,6.0,Inbound,11.0,8,11,4
14955,6.0,562,7.0,Outbound,14.0,9,11,1
14956,7.0,577,5.0,Inbound,8.0,1,9,12
14957,5.0,572,6.0,Inbound,12.0,8,2,1
14958,7.0,563,7.0,Inbound,14.0,11,12,11
14959,1.0,581,5.0,Outbound,17.0,14,10,12
14960,6.0,560,6.0,Outbound,7.0,7,3,8
14961,6.0,563,8.0,Outbound,16.0,11,10,11
14962,1.0,573,4.0,Inbound,7.0,7,11,1
14963,6.0,550,6.0,Inbound,7.0,7,6,7
14964,4.0,555,4.0,Inbound,8.0,13,10,7
14965,4.0,554,5.0,Inbound,17.0,14,7,9
14966,6.0,560,6.0,Inbound,16.0,12,9,10
14967,1.0,573,5.0,Outbound,18.0,15,9,12
14968,4.0,555,5.0,Outbound,12.0,9,7,9
14969,2.0,566,6.0,Inbound,8.0,20,4,6
14970,3.0,550,6.0,Outbound,10.0,6,6,7
14971,7.0,556,4.0,Inbound,12.0,8,2,10
14972,1.0,555,5.0,Outbound,11.0,8,3,5
14973,4.0,554,4.0,Inbound,15.0,11,1,3
14974,2.0,555,6.0,Inbound,12.0,9,10,12
14975,1.0,566,6.0,Inbound,13.0,9,11,4
